"STATION","NAME","DATE","ACMH","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-09",,"0.14","0.0","0.0",,"50","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-10",,"0.00","0.0","0.0",,"51","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-11",,"0.00","0.0","0.0",,"55","32",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-12",,"0.00","0.0","0.0",,"58","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-13",,"0.00","0.0","0.0",,"54","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-14",,"0.01","0.0","0.0",,"52","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-15",,"0.00","0.0","0.0",,"56","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-16",,"0.00","0.0","0.0",,"63","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-17",,"0.00","0.0","0.0",,"61","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-18",,"0.00","0.0","0.0",,"66","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-19",,"0.01","0.0","0.0",,"65","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-20",,"0.15","0.0","0.0",,"56","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-21",,"0.00","0.0","0.0",,"54","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-22",,"0.25","0.0","0.0",,"54","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-23",,"0.05","0.0","0.0",,"55","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-24",,"0.19","0.0","0.0",,"45","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-25",,"0.46","0.0","0.0",,"53","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-26",,"1.43","0.0","0.0",,"50","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-27",,"0.04","0.0","0.0",,"49","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-28",,"0.14","0.0","0.0",,"51","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-29",,"0.19","0.0","0.0",,"47","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-30",,"0.00","0.0","0.0",,"55","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-03-31",,"0.00","0.0","0.0",,"60","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-01",,"0.05","0.0","0.0",,"51","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-02",,"0.64","0.0","0.0",,"51","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-03",,"0.00","0.0","0.0",,"53","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-04",,"0.00","0.0","0.0",,"53","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-05",,"0.39","0.0","0.0",,"53","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-06",,"0.74","0.0","0.0",,"54","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-07",,"0.02","0.0","0.0",,"52","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-08",,"0.00","0.0","0.0",,"55","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-09",,"0.00","0.0","0.0",,"62","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-10",,"0.00","0.0","0.0",,"70","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-11",,"0.00","0.0","0.0",,"60","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-12",,"0.00","0.0","0.0",,"67","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-13",,"0.00","0.0","0.0",,"61","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-14",,"0.00","0.0","0.0",,"60","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-15",,"0.00","0.0","0.0",,"63","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-16",,"0.11","0.0","0.0",,"54","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-17",,"0.16","0.0","0.0",,"50","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-18",,"0.00","0.0","0.0",,"61","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-19",,"0.00","0.0","0.0",,"62","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-20",,"0.00","0.0","0.0",,"68","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-21",,"0.07","0.0","0.0",,"54","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-22",,"0.04","0.0","0.0",,"55","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-23",,"0.01","0.0","0.0",,"53","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-24",,"0.00","0.0","0.0",,"55","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-25",,"0.00","0.0","0.0",,"58","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-26",,"0.00","0.0","0.0",,"68","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-27",,"0.00","0.0","0.0",,"75","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-28",,"0.21","0.0","0.0",,"65","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-29",,"0.10","0.0","0.0",,"54","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-04-30",,"0.10","0.0","0.0",,"54","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-01",,"0.01","0.0","0.0",,"54","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-02",,"0.25","0.0","0.0",,"50","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-03",,"0.03","0.0","0.0",,"56","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-04",,"0.01","0.0","0.0",,"60","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-05",,"0.01","0.0","0.0",,"60","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-06",,"0.00","0.0","0.0",,"56","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-07",,"0.00","0.0","0.0",,"66","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-08",,"0.00","0.0","0.0",,"68","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-09",,"0.00","0.0","0.0",,"69","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-10",,"0.00","0.0","0.0",,"73","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-11",,"0.00","0.0","0.0",,"73","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-12",,"0.47","0.0","0.0",,"77","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-13",,"0.00","0.0","0.0",,"58","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-14",,"0.00","0.0","0.0",,"65","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-15",,"0.24","0.0","0.0",,"76","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-16",,"0.79","0.0","0.0",,"59","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-17",,"0.00","0.0","0.0",,"58","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-18",,"0.07","0.0","0.0",,"61","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-19",,"0.00","0.0","0.0",,"65","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-20",,"0.00","0.0","0.0",,"68","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-21",,"0.00","0.0","0.0",,"85","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-22",,"0.10","0.0","0.0",,"64","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-23",,"0.13","0.0","0.0",,"58","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-24",,"0.00","0.0","0.0",,"66","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-25",,"0.00","0.0","0.0",,"68","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-26",,"0.04","0.0","0.0",,"63","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-27",,"0.25","0.0","0.0",,"65","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-28",,"0.58","0.0","0.0",,"62","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-29",,"0.04","0.0","0.0",,"63","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-30",,"0.05","0.0","0.0",,"64","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-05-31",,"0.06","0.0","0.0",,"61","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-01",,"0.26","0.0","0.0",,"60","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-02",,"0.53","0.0","0.0",,"67","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-03",,"0.08","0.0","0.0",,"66","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-04",,"0.01","0.0","0.0",,"61","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-05",,"0.00","0.0","0.0",,"63","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-06",,"0.06","0.0","0.0",,"65","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-07",,"0.01","0.0","0.0",,"68","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-08",,"0.00","0.0","0.0",,"68","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-09",,"0.44","0.0","0.0",,"63","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-10",,"0.53","0.0","0.0",,"65","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-11",,"0.00","0.0","0.0",,"65","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-12",,"0.00","0.0","0.0",,"71","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-13",,"0.00","0.0","0.0",,"73","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-14",,"0.00","0.0","0.0",,"80","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-15",,"0.00","0.0","0.0",,"77","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-16",,"0.00","0.0","0.0",,"66","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-17",,"0.00","0.0","0.0",,"67","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-18",,"0.00","0.0","0.0",,"73","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-19",,"0.00","0.0","0.0",,"70","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-20",,"0.00","0.0","0.0",,"74","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-21",,"0.00","0.0","0.0",,"82","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-22",,"0.08","0.0","0.0",,"71","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-23",,"0.00","0.0","0.0",,"65","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-24",,"0.00","0.0","0.0",,"74","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-25",,"0.00","0.0","0.0",,"76","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-26",,"0.00","0.0","0.0",,"65","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-27",,"0.00","0.0","0.0",,"64","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-28",,"0.00","0.0","0.0",,"64","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-29",,"0.00","0.0","0.0",,"68","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-06-30",,"0.00","0.0","0.0",,"72","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-01",,"0.05","0.0","0.0",,"67","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-02",,"0.09","0.0","0.0",,"73","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-03",,"0.00","0.0","0.0",,"67","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-04",,"0.00","0.0","0.0",,"68","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-05",,"0.04","0.0","0.0",,"65","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-06",,"0.01","0.0","0.0",,"68","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-07",,"0.00","0.0","0.0",,"73","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-08",,"0.00","0.0","0.0",,"80","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-09",,"0.00","0.0","0.0",,"78","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-10",,"0.00","0.0","0.0",,"70","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-11",,"0.05","0.0","0.0",,"65","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-12",,"0.05","0.0","0.0",,"68","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-13",,"0.00","0.0","0.0",,"68","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-14",,"0.00","0.0","0.0",,"73","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-15",,"0.00","0.0","0.0",,"74","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-16",,"0.00","0.0","0.0",,"76","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-17",,"0.00","0.0","0.0",,"75","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-18",,"0.00","0.0","0.0",,"80","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-19",,"0.00","0.0","0.0",,"87","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-20",,"0.00","0.0","0.0",,"89","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-21",,"0.00","0.0","0.0",,"79","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-22",,"0.00","0.0","0.0",,"75","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-23",,"0.00","0.0","0.0",,"79","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-24",,"0.00","0.0","0.0",,"80","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-25",,"0.00","0.0","0.0",,"87","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-26",,"0.00","0.0","0.0",,"84","62",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-27",,"0.00","0.0","0.0",,"78","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-28",,"0.00","0.0","0.0",,"79","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-29",,"0.00","0.0","0.0",,"78","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-30",,"0.00","0.0","0.0",,"77","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-07-31",,"0.00","0.0","0.0",,"71","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-01",,"0.00","0.0","0.0",,"73","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-02",,"0.00","0.0","0.0",,"79","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-03",,"0.00","0.0","0.0",,"87","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-04",,"0.00","0.0","0.0",,"88","61",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-05",,"0.00","0.0","0.0",,"70","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-06",,"0.00","0.0","0.0",,"67","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-07",,"0.00","0.0","0.0",,"75","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-08",,"0.00","0.0","0.0",,"79","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-09",,"0.00","0.0","0.0",,"71","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-10",,"0.00","0.0","0.0",,"77","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-11",,"0.00","0.0","0.0",,"76","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-12",,"0.00","0.0","0.0",,"74","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-13",,"0.00","0.0","0.0",,"71","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-14",,"0.00","0.0","0.0",,"74","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-15",,"0.07","0.0","0.0",,"66","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-16",,"0.10","0.0","0.0",,"69","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-17",,"0.15","0.0","0.0",,"72","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-18",,"0.02","0.0","0.0",,"75","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-19",,"0.00","0.0","0.0",,"74","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-20",,"0.00","0.0","0.0",,"70","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-21",,"0.00","0.0","0.0",,"75","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-22",,"0.00","0.0","0.0",,"79","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-23",,"0.00","0.0","0.0",,"84","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-24",,"0.00","0.0","0.0",,"80","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-25",,"0.00","0.0","0.0",,"74","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-26",,"0.00","0.0","0.0",,"76","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-27",,"0.00","0.0","0.0",,"80","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-28",,"0.00","0.0","0.0",,"87","60",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-29",,"0.10","0.0","0.0",,"68","58",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-30",,"0.00","0.0","0.0",,"72","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-08-31",,"0.00","0.0","0.0",,"75","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-01",,"0.00","0.0","0.0",,"81","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-02",,"0.00","0.0","0.0",,"90","59",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-03",,"0.00","0.0","0.0",,"93","62",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-04",,"0.00","0.0","0.0",,"77","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-05",,"0.00","0.0","0.0",,"62","56",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-06",,"0.00","0.0","0.0",,"71","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-07",,"0.00","0.0","0.0",,"74","57",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-08",,"0.00","0.0","0.0",,"74","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-09",,"0.01","0.0","0.0",,"69","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-10",,"0.03","0.0","0.0",,"68","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-11",,"0.00","0.0","0.0",,"72","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-12",,"0.00","0.0","0.0",,"78","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-13",,"0.00","0.0","0.0",,"82","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-14",,"0.00","0.0","0.0",,"83","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-15",,"0.00","0.0","0.0",,"61","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-16",,"0.33","0.0","0.0",,"64","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-17",,"0.15","0.0","0.0",,"65","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-18",,"0.15","0.0","0.0",,"59","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-19",,"0.56","0.0","0.0",,"60","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-20",,"0.00","0.0","0.0",,"68","51",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-21",,"0.00","0.0","0.0",,"68","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-22",,"0.00","0.0","0.0",,"64","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-23",,"0.00","0.0","0.0",,"62","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-24",,"0.70","0.0","0.0",,"53","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-25",,"0.48","0.0","0.0",,"59","53",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-26",,"0.20","0.0","0.0",,"62","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-27",,"0.32","0.0","0.0",,"65","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-28",,"0.00","0.0","0.0",,"72","52",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-29",,"0.00","0.0","0.0",,"76","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-09-30",,"0.00","0.0","0.0",,"71","55",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-10-01",,"0.00","0.0","0.0",,"75","54",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1988-10-02",,"0.00","0.0","0.0",,"74","54",
